新宿3丁目駅,新宿Isetan Girl店,starbucks,35.691638,139.704616
新宿3丁目駅,新宿マルイ本館8階店,starbucks,35.690993,139.70403
新宿西口駅,西武新宿PePe店,starbucks,35.695948,139.700111
西新宿駅,西新宿三井ビル店,starbucks,35.695017,139.689012
西新宿駅,新宿グリーンタワービル店,starbucks,35.692418,139.689576
西新宿駅,新宿エルタワー店,starbucks,35.692215,139.697206
西新宿駅,新宿野村ビル店,starbucks,35.693015,139.695414
西武新宿駅,新宿3丁目店,starbucks,35.691974,139.706494
西武新宿駅,新宿ダイアンビル店,starbucks,35.690446,139.701747
西武新宿駅,新宿新南口店,starbucks,35.688916,139.702533
西武新宿駅,ルミネ新宿店,starbucks,35.689207,139.6993
西武新宿駅,新宿エルタワー店,starbucks,35.692215,139.697206
西武新宿駅,西武新宿PePe店,starbucks,35.695948,139.700111
西武新宿駅,ルミネエスト新宿店,starbucks,35.691324,139.701144
西武新宿駅,新宿サブナード店,starbucks,35.695595,139.700969
西武新宿駅,新宿マルイ本館2階店,starbucks,35.690993,139.70403
西武新宿駅,新宿マルイ本館8階店,starbucks,35.690993,139.70403
南新宿駅,代々木店,starbucks,35.682805,139.701433
高田馬場駅,西武高田馬場駅店,starbucks,35.713074,139.704093
高田馬場駅,高田馬場早稲田通り店,starbucks,35.712205,139.706787
池袋駅,池袋明治通り店,starbucks,35.727912,139.71178
池袋駅,南池袋店,starbucks,35.727031,139.712408
池袋駅,池袋サンシャインシティ アルパ店,starbucks,35.729518,139.718463
池袋駅,池袋西口店,starbucks,35.731,139.708728
池袋駅,池袋ショッピングパーク店,starbucks,35.73042,139.712752
池袋駅,日本大学板橋病院店,starbucks,35.749311,139.691412
池袋駅,池袋サンシャイン通り店,starbucks,35.730851,139.715433
池袋駅,マルイシティ池袋店,starbucks,35.731378,139.707631
東池袋駅,池袋サンシャインシティ アルパ店,starbucks,35.729518,139.718463
東池袋駅,池袋サンシャイン通り店,starbucks,35.730851,139.715433
大塚駅,大塚駅前店,starbucks,35.732334,139.728712
田端駅,アトレヴィ田端店,starbucks,35.738198,139.760779
上野駅,マルイシティ上野店,starbucks,35.710549,139.775882
上野駅,アトレ上野店,starbucks,35.713896,139.777343
京成上野駅,マルイシティ上野店,starbucks,35.710549,139.775882
京成上野駅,アトレ上野店,starbucks,35.713896,139.777343
上野広小路駅,御徒町春日通り店,starbucks,35.707882,139.775585
御徒町駅,御徒町春日通り店,starbucks,35.707882,139.775585
仲御徒町駅,御徒町春日通り店,starbucks,35.707882,139.775585
秋葉原駅,淡路町駅前店,starbucks,35.695717,139.76763
秋葉原駅,秋葉原駅前店,starbucks,35.697772,139.77338
秋葉原駅,アトレ秋葉原１店,starbucks,35.69858,139.773108
神田駅,内神田店,starbucks,35.690742,139.764886
神田駅,神田駅前店,starbucks,35.693562,139.771322
